date,dove,base,hawk
1995-01-01,0.0,1.3163590517911665e-11,0.9999999999868388
1995-02-01,0.0,5.463377904892439e-14,0.9999999999999478
1995-03-01,0.0,1.2906579501926974e-19,1.0000000000000027
1995-04-01,0.0,5.1936648094988716e-21,1.0000000000000024
1995-05-01,0.0,1.3938635595018285e-17,1.0000000000000024
1995-06-01,0.0,1.2859531687838068e-18,1.0000000000000024
1995-07-01,0.0,1.1049418717493748e-16,1.0000000000000024
1995-08-01,0.0,1.3962970089833212e-14,0.9999999999999887
1995-09-01,0.0,1.136432645203684e-14,0.9999999999999912
1995-10-01,0.0,4.532654930351647e-16,1.0000000000000022
1995-11-01,0.0,5.6240007056922426e-15,0.999999999999997
1995-12-01,0.0,5.330712125560767e-13,0.9999999999994695
1996-01-01,3.8680033570415494e-306,1.1223787265646474e-10,0.9999999998877647
1996-02-01,2.303681808265866e-272,1.2026378204554278e-09,0.9999999987973649
1996-03-01,1.2453795152124928e-252,4.404200945531004e-09,0.9999999955958018
1996-04-01,1.2823183348395697e-200,1.8872759051993772e-07,0.9999998112724122
1996-05-01,1.971234537743986e-154,9.6164383668421e-06,0.9999903835616359
1996-06-01,3.3759653200793426e-130,0.00028136925641408556,0.9997186307435888
1996-07-01,1.5949685117692069e-115,0.0030339082989971323,0.9969660917010058
1996-08-01,2.0438530370123406e-136,0.014817628248197306,0.9851823717518057
1996-09-01,1.392043531145542e-106,0.2563016148206628,0.7436983851793403
1996-10-01,7.432818173857402e-61,0.8961248085559952,0.10387519144400757
1996-11-01,3.2061554041689235e-41,0.9944359820886016,0.005564017911401475
1996-12-01,8.854127704683028e-33,0.9997895827611649,0.00021041723883809575
1997-01-01,1.897877447654492e-23,0.9999891181731829,1.0881826820219429e-05
1997-02-01,1.3951104206692604e-32,0.9999918874676721,8.112532331202749e-06
1997-03-01,3.825988521050239e-41,0.9999883676421587,1.1632357844725561e-05
1997-04-01,8.270440789099455e-29,0.9999932389278232,6.761072180057603e-06
1997-05-01,9.52612036856184e-19,0.9999951946720042,4.805327999031279e-06
1997-06-01,7.204076145178676e-15,0.999995537651626,4.462348369975245e-06
1997-07-01,1.3328199783706463e-10,0.9999955531728136,4.446693907790234e-06
1997-08-01,1.3189836659437922e-08,0.9999955936834416,4.3931267251317185e-06
1997-09-01,0.005009292189414657,0.9949875453289364,3.162481652238644e-06
1997-10-01,0.3586527762501452,0.64134561493322,1.6088166380636532e-06
1997-11-01,0.7185010443399934,0.28149883798690173,1.1767310826815127e-07
1997-12-01,0.9798508514027071,0.020149144023273356,4.574022793432407e-09
1998-01-01,0.9993453014762899,0.0006546983039771737,2.1973624978965216e-10
1998-02-01,0.9999704627450767,2.95372495013796e-05,5.42502348495198e-12
1998-03-01,0.9999981671160781,1.8328838146283987e-06,1.1014253493810309e-13
1998-04-01,0.9999992483656224,7.516343757606192e-07,4.854013140938652e-15
1998-05-01,0.9999993118343048,6.881656956378699e-07,2.4722066312075423e-15
1998-06-01,0.9999991114780199,8.885219797673502e-07,3.0535467511515637e-15
1998-07-01,0.9999989494462348,1.0505537555357517e-06,1.2456559105436223e-14
1998-08-01,0.9999969477609685,3.0522389037345664e-06,1.307269033050987e-13
1998-09-01,0.9999852493049958,1.4750694481997759e-05,5.251300081403113e-13
1998-10-01,0.9999932524745202,6.747525186246248e-06,2.963123440085633e-13
1998-11-01,0.9999986551101449,1.3448898340124198e-06,2.3710755146683915e-14
1998-12-01,0.9999993218610148,6.781389846276565e-07,3.312415702697691e-15
1999-01-01,0.9999993350337895,6.649662114911327e-07,1.6218280573655161e-15
1999-02-01,0.9999993520678623,6.479321386018245e-07,1.770353799542315e-15
