date,dove,base,hawk
1995-01-01,5.874848014991459e-277,2.6160476543638897e-31,1.0000000000000007
1995-02-01,4.540952015447353e-280,1.1187124356860049e-31,1.0000000000000007
1995-03-01,0.0,3.66447854735294e-47,1.0000000000000007
1995-04-01,0.0,1.3985373682437991e-47,1.0000000000000007
1995-05-01,0.0,1.846411658310685e-38,1.0000000000000007
1995-06-01,0.0,1.851061918441213e-42,1.0000000000000007
1995-07-01,2.226e-320,5.210404545128442e-37,1.0000000000000007
1995-08-01,5.449247272651662e-287,1.375479560174295e-32,1.0000000000000007
1995-09-01,5.462958656828734e-286,1.8632203555195825e-32,1.0000000000000007
1995-10-01,1.0295048989889515e-300,2.122655125918626e-34,1.0000000000000007
1995-11-01,1.357027424851748e-283,3.84976573254657e-32,1.0000000000000007
1995-12-01,5.795424426425426e-243,7.705522562960326e-27,1.0000000000000007
1996-01-01,1.4119855011266962e-208,1.9722518682204998e-22,1.0000000000000007
1996-02-01,3.490481085744688e-200,2.2785869743470746e-21,1.0000000000000007
1996-03-01,1.4250229709570607e-194,1.1609958000453601e-20,1.0000000000000007
1996-04-01,3.848605293311948e-145,1.4357208835127363e-14,0.9999999999999862
1996-05-01,1.5719270355191453e-124,2.755957589669567e-12,0.9999999999972445
1996-06-01,3.456013918489466e-108,1.1738107893763774e-10,0.9999999998826196
1996-07-01,5.971236906452978e-88,1.4191483372450256e-08,0.9999999858085173
1996-08-01,4.103779054023904e-105,1.1762783221472236e-10,0.999999999882373
1996-09-01,4.381027558918433e-79,4.1084662198974754e-05,0.9999589153378018
1996-10-01,2.3802404166158055e-48,0.12007443501598497,0.8799255649840158
1996-11-01,3.7408973438797354e-33,0.7422830012557624,0.2577169987442382
1996-12-01,2.212381076401611e-22,0.9837313291904576,0.01626867080954312
1997-01-01,7.785621475080916e-17,0.9994469102427986,0.0005530897572019238
1997-02-01,6.776809671627186e-22,0.9999512608608485,4.8739139152257813e-05
1997-03-01,5.78544448367522e-26,0.9999716492759224,2.835072407823435e-05
1997-04-01,1.6701325715030182e-18,0.9999914561550003,8.543845000432421e-06
1997-05-01,2.012955446793269e-12,0.9999952725053183,4.727492669546714e-06
1997-06-01,3.6140574608731704e-10,0.9999954433030067,4.5563355881042476e-06
1997-07-01,5.267195930880042e-08,0.999994980618897,4.9667091442277565e-06
1997-08-01,6.44452220497523e-05,0.999930959977002,4.5948009487043385e-06
1997-09-01,0.08460758838036812,0.9153896900740827,2.721545549399386e-06
1997-10-01,0.6293258957195771,0.3706727354897407,1.3687906825206758e-06
1997-11-01,0.8722426923553304,0.12775720771049123,9.993417888989784e-08
1997-12-01,0.9906804138599309,0.009319579895218682,6.244851117945222e-09
1998-01-01,0.9996140042702623,0.0003859955591909666,1.705474139544116e-10
1998-02-01,0.9999904769641542,9.523033465066101e-06,2.3813560638557773e-12
1998-03-01,0.9999994737282306,5.262716556487514e-07,1.1415398744817204e-13
1998-04-01,0.9999996656529376,3.3434697950965345e-07,8.325250940383844e-14
1998-05-01,0.9999996512048024,3.4879503487325077e-07,1.6299718233036748e-13
1998-06-01,0.9999993202528151,6.797467924120586e-07,3.926578260463891e-13
1998-07-01,0.9999987599671427,1.2400303482301666e-06,2.508921488757657e-12
1998-08-01,0.9999941481757798,5.8517936475023955e-06,3.057269980816528e-11
